Date,Open,High,Low,Close,Volume
04/02/1984,1108.10,1108.10,1108.10,1108.10,0
04/02/1984,1108.10,1108.10,1108.10,1108.10,0
04/03/1984,1095.40,1095.40,1095.40,1095.40,0
04/03/1984,1095.40,1095.40,1095.40,1095.40,0
04/04/1984,1095.40,1095.40,1095.40,1095.40,0
04/04/1984,1095.40,1095.40,1095.40,1095.40,0
04/05/1984,1102.20,1102.20,1102.20,1102.20,0
04/05/1984,1102.20,1102.20,1102.20,1102.20,0
04/06/1984,1096.30,1096.30,1096.30,1096.30,0
04/06/1984,1096.30,1096.30,1096.30,1096.30,0
04/09/1984,1096.70,1096.70,1096.70,1096.70,0
04/09/1984,1096.70,1096.70,1096.70,1096.70,0
04/10/1984,1105.40,1105.40,1105.40,1105.40,0
04/10/1984,1105.40,1105.40,1105.40,1105.40,0
04/11/1984,1110.60,1110.60,1110.60,1110.60,0
04/11/1984,1110.60,1110.60,1110.60,1110.60,0
04/12/1984,1129.10,1129.10,1129.10,1129.10,0
04/12/1984,1129.10,1129.10,1129.10,1129.10,0
4/13/1984,1129.10,1129.10,1129.10,1129.10,0
4/13/1984,1129.10,1129.10,1129.10,1129.10,0
4/16/1984,1105.60,1105.60,1105.60,1105.60,0
4/16/1984,1105.60,1105.60,1105.60,1105.60,0
4/17/1984,1110.20,1110.20,1110.20,1110.20,0
4/17/1984,1110.20,1110.20,1110.20,1110.20,0
4/18/1984,1116.20,1116.20,1116.20,1116.20,0
4/18/1984,1116.20,1116.20,1116.20,1116.20,0
4/19/1984,1116.20,1116.20,1116.20,1116.20,0
4/19/1984,1116.20,1116.20,1116.20,1116.20,0
4/20/1984,1116.20,1116.20,1116.20,1116.20,0
4/20/1984,1116.20,1116.20,1116.20,1116.20,0
4/23/1984,1108.40,1108.40,1108.40,1108.40,0
4/23/1984,1108.40,1108.40,1108.40,1108.40,0
4/24/1984,1105.40,1105.40,1105.40,1105.40,0
4/24/1984,1105.40,1105.40,1105.40,1105.40,0
4/25/1984,1119.80,1119.80,1119.80,1119.80,0
4/25/1984,1119.80,1119.80,1119.80,1119.80,0
4/26/1984,1130.90,1130.90,1130.90,1130.90,0
4/26/1984,1130.90,1130.90,1130.90,1130.90,0
4/27/1984,1130.90,1130.90,1130.90,1130.90,0
4/27/1984,1130.90,1130.90,1130.90,1130.90,0
4/30/1984,1138.30,1138.30,1138.30,1138.30,0
4/30/1984,1138.30,1138.30,1138.30,1138.30,0
05/01/1984,1136.80,1136.80,1136.80,1136.80,0
05/01/1984,1136.80,1136.80,1136.80,1136.80,0
05/02/1984,1136.80,1136.80,1136.80,1136.80,0
05/02/1984,1136.80,1136.80,1136.80,1136.80,0
05/03/1984,1137.70,1142.80,1137.40,1142.20,0
05/03/1984,1137.70,1142.80,1137.40,1142.20,0
05/04/1984,1135.40,1135.80,1133.50,1134.70,0
05/04/1984,1135.40,1135.80,1133.50,1134.70,0
05/07/1984,1134.70,1134.70,1134.70,1134.70,0
05/07/1984,1134.70,1134.70,1134.70,1134.70,0
05/08/1984,1126.90,1126.90,1115.90,1117.80,0
05/08/1984,1126.90,1126.90,1115.90,1117.80,0
05/09/1984,1119.70,1120.50,1111.00,1111.30,0
05/09/1984,1119.70,1120.50,1111.00,1111.30,0
05/10/1984,1101.30,1101.30,1093.50,1094.60,0
05/10/1984,1101.30,1101.30,1093.50,1094.60,0
05/11/1984,1088.70,1089.00,1075.80,1076.10,0
05/11/1984,1088.70,1089.00,1075.80,1076.10,0
5/14/1984,1073.30,1083.00,1073.30,1082.50,0
5/14/1984,1073.30,1083.00,1073.30,1082.50,0
5/15/1984,1083.60,1093.50,1083.60,1093.50,0
5/15/1984,1083.60,1093.50,1083.60,1093.50,0
5/16/1984,1101.90,1104.20,1101.80,1104.10,0
5/16/1984,1101.90,1104.20,1101.80,1104.10,0
5/17/1984,1116.40,1120.30,1115.30,1116.90,0
5/17/1984,1116.40,1120.30,1115.30,1116.90,0
5/18/1984,1108.80,1108.80,1105.10,1105.20,0
5/18/1984,1108.80,1108.80,1105.10,1105.20,0
5/21/1984,1106.00,1107.30,1105.90,1107.20,0
5/21/1984,1106.00,1107.30,1105.90,1107.20,0
5/22/1984,1105.70,1105.70,1085.30,1087.90,0
5/22/1984,1105.70,1105.70,1085.30,1087.90,0
5/23/1984,1087.60,1089.30,1072.00,1074.10,0
5/23/1984,1087.60,1089.30,1072.00,1074.10,0
5/24/1984,1074.30,1074.60,1057.70,1057.70,0
5/24/1984,1074.30,1074.60,1057.70,1057.70,0
5/25/1984,1044.70,1057.10,1042.90,1053.30,0
5/25/1984,1044.70,1057.10,1042.90,1053.30,0
5/28/1984,1053.30,1053.30,1053.30,1053.30,0
5/28/1984,1053.30,1053.30,1053.30,1053.30,0
5/29/1984,1053.30,1053.30,1053.30,1053.30,0
5/29/1984,1053.30,1053.30,1053.30,1053.30,0
5/30/1984,1051.90,1052.30,1027.70,1027.70,0
5/30/1984,1051.90,1052.30,1027.70,1027.70,0
5/31/1984,1034.20,1037.80,1008.20,1016.60,0
5/31/1984,1034.20,1037.80,1008.20,1016.60,0
06/01/1984,1026.80,1043.80,1026.80,1043.80,0
06/01/1984,1026.80,1043.80,1026.80,1043.80,0
06/04/1984,1067.40,1076.80,1067.40,1076.80,0
06/04/1984,1067.40,1076.80,1067.40,1076.80,0
06/05/1984,1079.40,1079.90,1069.50,1078.80,0
06/05/1984,1079.40,1079.90,1069.50,1078.80,0
06/06/1984,1080.10,1088.20,1080.00,1087.90,0
06/06/1984,1080.10,1088.20,1080.00,1087.90,0
06/07/1984,1090.40,1090.50,1075.40,1075.40,0
